L_arm1, -0.618719
L_arm2, 0.0113447
L_arm3, -0.0811578
L_wrist, 1.65876
R_arm1, -2.3719
R_arm2, 0.031416
R_arm3, 0.0593411
R_wrist, 1.65876
waist, -0
