L_arm1, -1.00007
L_arm2, 0.0226893
L_arm3, -0.127409
L_wrist, 1.65876
R_arm1, -2.4103
R_arm2, -0.000872657
R_arm3, -0.0750491
R_wrist, 1.65876
waist, -0
