L_arm1, 0.534518
L_arm2, 0.595321
L_arm3, 0.116851
L_wrist, 1.65876
R_arm1, -0.939072
R_arm2, 0.0148538
R_arm3, -0.315742
R_wrist, 1.65876
waist, 0
