L_arm1, 0.506861
L_arm2, 0.563654
L_arm3, 0.249605
L_wrist, 1.65876
R_arm1, -2.19699
R_arm2, 0.0146631
R_arm3, -0.341492
R_wrist, 1.65876
waist, -0.824941
