L_arm1, -1.23046
L_arm2, 0.000872657
L_arm3, -0.0287979
L_wrist, 1.65876
R_arm1, -2.29336
R_arm2, 0.0122173
R_arm3, 0.209439
R_wrist, 1.65876
waist, -0
