CAN_ID,p_des,p_act,tff_des,tff_act
0x0001,0,-0.0352869,1.97254,-0.054945
0x0001,0.0193391,-0.0314722,2.82295,0.665445
0x0001,0.0768802,-0.0143051,5.02807,1.20269
0x0001,0.171207,0.0242233,8.06228,1.17827
0x0001,0.299995,0.0909815,11.4139,1.87424
0x0001,0.460076,0.193217,14.5033,2.74115
0x0001,0.647505,0.338941,16.666,3.2906
0x0001,0.85767,0.525482,17.7974,3.13187
0x0001,1.08539,0.737202,18.4871,3.58364
0x0001,1.32507,0.975243,18.3628,3.69353
0x0001,1.5708,1.2232,18.0168,3.31502
0x0001,1.81652,1.48566,16.8605,2.26496
0x0001,2.0562,1.74659,15.4568,2.13065
0x0001,2.28392,2.014,13.0332,1.06838
0x0001,2.49409,2.27836,9.81435,-1.9475
0x0001,2.68152,2.53929,5.53697,-7.13675
0x0001,2.8416,2.76207,1.88793,-8.7851
0x0001,2.97039,2.9242,-0.0916049,-9.23687
0x0001,3.06471,3.01385,0.085109,-5.50061
0x0001,3.12225,3.05543,0.925485,-2.28938
0x0001,3.14159,3.07946,0.645725,-0.152626
0x0001,3.12225,3.10388,-1.78274,0.238094
0x0001,3.06471,3.12676,-6.22695,-1.00733
0x0001,2.97039,3.12257,-11.1803,-2.60684
0x0001,2.8416,3.07069,-15.3636,-4.07204
0x0001,2.68152,2.95701,-17.8133,-4.80464
0x0001,2.49409,2.7884,-18.6965,-5.26862
0x0001,2.28392,2.58278,-18.7616,-4.09646
0x0001,2.0562,2.35084,-18.3212,-3.74237
0x0001,1.81652,2.09945,-17.4505,-2.6801
0x0001,1.5708,1.85416,-17.2538,-1.72772
0x0001,1.32507,1.60163,-16.652,-0.714285
0x0001,1.08539,1.34108,-15.2695,1.30037
0x0001,0.85767,1.08968,-13.7415,1.72772
0x0001,0.647506,0.844397,-11.589,3.51038
0x0001,0.460076,0.611696,-8.88965,4.40171
0x0001,0.299996,0.398069,-5.7523,6.03785
0x0001,0.171207,0.220303,-2.89855,6.28205
0x0001,0.0768802,0.0967045,-1.17737,5.37851
0x0001,0.0193392,0.0238419,-0.269106,3.43712
0x0001,0,-0.0131607,0.735683,2.02076
0x0001,0.0193391,-0.0253677,2.48171,1.16606
0x0001,0.0768802,-0.0200272,5.34793,1.20269
0x0001,0.171207,0.0101089,8.85127,1.69109
0x0001,0.299995,0.0745783,12.3308,2.65568
0x0001,0.460076,0.185969,14.9085,3.13187
0x0001,0.647505,0.341611,16.5167,3.30281
0x0001,0.85767,0.538453,17.0723,2.82662
0x0001,1.08539,0.763142,17.037,2.41148
0x0001,1.32507,0.998512,17.062,2.25275
0x0001,1.5708,1.24075,17.0359,2.58242
0x0001,1.81652,1.49557,16.3061,1.44689
0x0001,2.0562,1.76108,14.6465,0.934067
0x0001,2.28392,2.01972,12.7133,-0.726496
0x0001,2.49409,2.27073,10.2408,-3.84005
0x0001,2.68152,2.51144,7.09369,-5.32967
0x0001,2.8416,2.72583,3.91372,-6.59951
0x0001,2.97039,2.89559,1.50776,-6.97802
0x0001,3.06471,3.01003,0.298351,-5.08547
0x0001,3.12225,3.07565,-0.204696,-2.99756
0x0001,3.14159,3.11036,-1.08158,-1.50794
0x0001,3.12225,3.12867,-3.16881,-0.921856
0x0001,3.06471,3.13172,-6.50416,-1.20269
0x0001,2.97039,3.10845,-10.3913,-2.11844
0x0001,2.8416,3.04437,-13.8922,-2.97314
0x0001,2.68152,2.92992,-16.2993,-3.44933
0x0001,2.49409,2.77237,-17.8008,-3.91331
0x0001,2.28392,2.57248,-18.1859,-3.51038
0x0001,2.0562,2.35046,-18.2999,-2.3138
0x0001,1.81652,2.11929,-18.5594,-3.25397
0x0001,1.5708,1.8698,-18.1281,-2.64347
0x0001,1.32507,1.61421,-17.3557,-2.05739
0x0001,1.08539,1.35824,-16.2292,-1.83761
0x0001,0.85767,1.09999,-14.3173,0.824175
0x0001,0.647506,0.837148,-11.1837,3.57143
0x0001,0.460076,0.596056,-8.01536,5.14652
0x0001,0.299996,0.377089,-4.57947,7.12454
0x0001,0.171207,0.20695,-2.15216,7.47863
0x0001,0.0768802,0.0967045,-1.17737,5.37851
0x0001,0.0193392,0.0364313,-0.972856,2.98535
