CAN_ID,p_des
4,0.933399
4,0.935655
4,0.937913
4,0.940171
4,0.942432
4,0.944694
4,0.946958
4,0.949223
4,0.95149
4,0.953758
4,0.956028
4,0.9583
4,0.960572
4,0.962847
4,0.965123
4,0.9674
4,0.969679
4,0.971959
4,0.974241
4,0.976524
4,0.978809
4,0.981095
4,0.983383
4,0.985672
4,0.987962
4,0.990254
4,0.992548
4,0.994843
4,0.997139
4,0.999436
4,1.00174
4,1.00404
4,1.00634
4,1.00864
4,1.01095
4,1.01325
4,1.01556
4,1.01787
4,1.02018
4,1.02249
4,1.0248
4,1.02712
4,1.02943
4,1.03175
4,1.03407
4,1.03639
4,1.03871
4,1.04103
4,1.04335
4,1.04568
4,1.048
4,1.05033
4,1.05266
4,1.05499
4,1.05732
4,1.05965
4,1.06199
4,1.06432
4,1.06666
4,1.069
4,1.07134
4,1.07368
4,1.07602
4,1.07836
4,1.0807
4,1.08305
4,1.08539
4,1.08774
4,1.09009
4,1.09244
4,1.09479
4,1.09714
4,1.09949
4,1.10185
4,1.1042
4,1.10656
4,1.10892
4,1.11128
4,1.11364
4,1.116
4,1.11836
4,1.12072
4,1.12309
4,1.12545
4,1.12782
4,1.13019
4,1.13256
4,1.13493
4,1.1373
4,1.13967
4,1.14204
4,1.14442
4,1.14679
4,1.14917
4,1.15155
4,1.15393
4,1.15631
4,1.15869
4,1.16107
4,1.16345
4,1.16583
4,1.16822
4,1.1706
4,1.17299
4,1.17538
4,1.17777
4,1.18016
4,1.18255
4,1.18494
4,1.18733
4,1.18972
4,1.19212
4,1.19451
4,1.19691
4,1.1993
4,1.2017
4,1.2041
4,1.2065
4,1.2089
4,1.2113
4,1.21371
4,1.21611
4,1.21851
4,1.22092
4,1.22332
4,1.22573
4,1.22814
4,1.23055
4,1.23296
4,1.23537
4,1.23778
4,1.24019
4,1.2426
4,1.24501
4,1.24743
4,1.24984
4,1.25226
4,1.25468
4,1.25709
4,1.25951
4,1.26193
4,1.26435
4,1.26677
4,1.26919
4,1.27161
4,1.27404
4,1.27646
4,1.27888
4,1.28131
4,1.28373
4,1.28616
4,1.28859
4,1.29101
4,1.29344
4,1.29587
4,1.2983
4,1.30073
4,1.30316
4,1.30559
4,1.30803
4,1.31046
4,1.31289
4,1.31533
4,1.31776
4,1.3202
4,1.32263
4,1.32507
4,1.32751
4,1.32995
4,1.33238
4,1.33482
4,1.33726
4,1.3397
4,1.34214
4,1.34458
4,1.34703
4,1.34947
4,1.35191
4,1.35436
4,1.3568
4,1.35924
4,1.36169
4,1.36414
4,1.36658
4,1.36903
4,1.37148
4,1.37392
4,1.37637
4,1.37882
4,1.38127
4,1.38372
4,1.38617
4,1.38862
4,1.39107
4,1.39352
4,1.39597
4,1.39843
4,1.40088
4,1.40333
4,1.40579
4,1.40824
4,1.41069
4,1.41315
4,1.4156
4,1.41806
4,1.42052
4,1.42297
4,1.42543
4,1.42789
4,1.43034
4,1.4328
4,1.43526
4,1.43772
4,1.44018
4,1.44263
4,1.44509
4,1.44755
4,1.45001
4,1.45247
4,1.45493
4,1.45739
4,1.45986
4,1.46232
4,1.46478
4,1.46724
4,1.4697
4,1.47217
4,1.47463
4,1.47709
4,1.47955
4,1.48202
4,1.48448
4,1.48694
4,1.48941
4,1.49187
4,1.49434
4,1.4968
4,1.49927
4,1.50173
4,1.5042
4,1.50666
4,1.50913
4,1.51159
4,1.51406
4,1.51652
4,1.51899
4,1.52146
4,1.52392
4,1.52639
4,1.52886
4,1.53132
4,1.53379
4,1.53626
4,1.53872
4,1.54119
4,1.54366
4,1.54612
4,1.54859
4,1.55106
4,1.55352
4,1.55599
4,1.55846
4,1.56093
4,1.56339
4,1.56586
4,1.56833
4,1.5708
4,1.57326
4,1.57573
4,1.5782
4,1.58067
4,1.58313
4,1.5856
4,1.58807
4,1.59054
4,1.593
4,1.59547
4,1.59794
4,1.6004
4,1.60287
4,1.60534
4,1.6078
4,1.61027
4,1.61274
4,1.6152
4,1.61767
4,1.62014
4,1.6226
4,1.62507
4,1.62753
4,1.63
4,1.63247
4,1.63493
4,1.6374
4,1.63986
4,1.64233
4,1.64479
4,1.64726
4,1.64972
4,1.65218
4,1.65465
4,1.65711
4,1.65958
4,1.66204
4,1.6645
4,1.66696
4,1.66943
4,1.67189
4,1.67435
4,1.67681
4,1.67928
4,1.68174
4,1.6842
4,1.68666
4,1.68912
4,1.69158
4,1.69404
4,1.6965
4,1.69896
4,1.70142
4,1.70388
4,1.70633
4,1.70879
4,1.71125
4,1.71371
4,1.71616
4,1.71862
4,1.72108
4,1.72353
4,1.72599
4,1.72844
4,1.7309
4,1.73335
4,1.73581
4,1.73826
4,1.74071
4,1.74317
4,1.74562
4,1.74807
4,1.75052
4,1.75297
4,1.75542
4,1.75787
4,1.76032
4,1.76277
4,1.76522
4,1.76767
4,1.77012
4,1.77256
4,1.77501
4,1.77746
4,1.7799
4,1.78235
4,1.78479
4,1.78724
4,1.78968
4,1.79212
4,1.79457
4,1.79701
4,1.79945
4,1.80189
4,1.80433
4,1.80677
4,1.80921
4,1.81165
4,1.81409
4,1.81652
4,1.81896
4,1.8214
4,1.82383
4,1.82627
4,1.8287
4,1.83113
4,1.83357
4,1.836
4,1.83843
4,1.84086
4,1.84329
4,1.84572
4,1.84815
4,1.85058
4,1.85301
4,1.85543
4,1.85786
4,1.86029
4,1.86271
4,1.86513
4,1.86756
4,1.86998
4,1.8724
4,1.87482
4,1.87724
4,1.87966
4,1.88208
4,1.8845
4,1.88692
4,1.88933
4,1.89175
4,1.89416
4,1.89658
4,1.89899
4,1.9014
4,1.90382
4,1.90623
4,1.90864
4,1.91105
4,1.91346
4,1.91586
4,1.91827
4,1.92068
4,1.92308
4,1.92548
4,1.92789
4,1.93029
4,1.93269
4,1.93509
4,1.93749
4,1.93989
4,1.94229
4,1.94469
4,1.94708
4,1.94948
4,1.95187
4,1.95426
4,1.95666
4,1.95905
4,1.96144
4,1.96383
4,1.96622
4,1.9686
4,1.97099
4,1.97337
4,1.97576
4,1.97814
4,1.98053
4,1.98291
4,1.98529
4,1.98767
4,1.99005
4,1.99242
4,1.9948
4,1.99717
4,1.99955
4,2.00192
4,2.00429
4,2.00666
4,2.00903
4,2.0114
4,2.01377
4,2.01614
4,2.0185
4,2.02087
4,2.02323
4,2.02559
4,2.02796
4,2.03031
4,2.03267
4,2.03503
4,2.03739
4,2.03974
4,2.0421
4,2.04445
4,2.0468
4,2.04915
4,2.0515
4,2.05385
4,2.0562
4,2.05855
4,2.06089
4,2.06323
4,2.06558
4,2.06792
4,2.07026
4,2.0726
4,2.07493
4,2.07727
4,2.0796
4,2.08194
4,2.08427
4,2.0866
4,2.08893
4,2.09126
4,2.09359
4,2.09591
4,2.09824
4,2.10056
4,2.10288
4,2.10521
4,2.10753
4,2.10984
4,2.11216
4,2.11448
4,2.11679
4,2.1191
4,2.12141
4,2.12372
4,2.12603
4,2.12834
4,2.13065
4,2.13295
4,2.13526
4,2.13756
4,2.13986
4,2.14216
4,2.14445
4,2.14675
4,2.14904
4,2.15134
4,2.15363
4,2.15592
4,2.15821
4,2.1605
4,2.16278
4,2.16507
4,2.16735
4,2.16963
4,2.17191
4,2.17419
4,2.17647
4,2.17875
4,2.18102
4,2.18329
4,2.18556
4,2.18783
4,2.1901
4,2.19237
4,2.19464
4,2.1969
4,2.19916
4,2.20142
4,2.20368
4,2.20594
4,2.20819
4,2.21045
4,2.2127
4,2.21495
4,2.2172
4,2.21945
4,2.2217
4,2.22394
4,2.22618
4,2.22843
4,2.23067
4,2.2329
4,2.23514
4,2.23738
4,2.23961
4,2.24184
4,2.24407
4,2.2463
4,2.24853
4,2.25075
4,2.25297
4,2.2552
4,2.25742
4,2.25963
4,2.26185
4,2.26407
4,2.26628
4,2.26849
4,2.2707
4,2.27291
4,2.27512
4,2.27732
4,2.27952
4,2.28172
4,2.28392
4,2.28612
4,2.28832
4,2.29051
4,2.2927
4,2.29489
4,2.29708
4,2.29927
4,2.30145
4,2.30364
4,2.30582
4,2.308
4,2.31018
4,2.31235
4,2.31453
4,2.3167
4,2.31887
4,2.32104
4,2.32321
4,2.32537
4,2.32753
4,2.32969
4,2.33185
4,2.33401
4,2.33617
4,2.33832
4,2.34047
4,2.34262
4,2.34477
4,2.34692
4,2.34906
4,2.3512
4,2.35334
4,2.35548
4,2.35762
4,2.35975
4,2.36189
4,2.36402
4,2.36615
4,2.36827
4,2.3704
4,2.37252
4,2.37464
4,2.37676
4,2.37888
4,2.38099
4,2.3831
4,2.38522
4,2.38732
4,2.38943
4,2.39154
4,2.39364
4,2.39574
4,2.39784
4,2.39993
4,2.40203
4,2.40412
4,2.40621
4,2.4083
4,2.41039
4,2.41247
4,2.41455
4,2.41663
4,2.41871
4,2.42079
4,2.42286
4,2.42493
4,2.427
4,2.42907
4,2.43114
4,2.4332
4,2.43526
4,2.43732
4,2.43938
4,2.44143
4,2.44348
4,2.44553
4,2.44758
4,2.44963
4,2.45167
4,2.45372
4,2.45575
4,2.45779
4,2.45983
4,2.46186
4,2.46389
4,2.46592
4,2.46795
4,2.46997
4,2.47199
4,2.47401
4,2.47603
4,2.47805
4,2.48006
4,2.48207
4,2.48408
4,2.48608
4,2.48809
4,2.49009
4,2.49209
4,2.49409
4,2.49608
4,2.49808
4,2.50007
4,2.50205
4,2.50404
4,2.50602
4,2.508
4,2.50998
4,2.51196
4,2.51393
4,2.51591
4,2.51788
4,2.51984
4,2.52181
4,2.52377
4,2.52573
4,2.52769
4,2.52964
4,2.5316
4,2.53355
4,2.5355
4,2.53744
4,2.53939
4,2.54133
4,2.54327
4,2.5452
4,2.54714
4,2.54907
4,2.551
4,2.55293
4,2.55485
4,2.55677
4,2.55869
4,2.56061
4,2.56252
4,2.56444
4,2.56634
4,2.56825
4,2.57016
4,2.57206
4,2.57396
4,2.57586
4,2.57775
4,2.57964
4,2.58153
4,2.58342
4,2.58531
4,2.58719
4,2.58907
4,2.59095
4,2.59282
4,2.59469
4,2.59656
4,2.59843
4,2.6003
4,2.60216
4,2.60402
4,2.60588
4,2.60773
4,2.60958
4,2.61143
4,2.61328
4,2.61512
4,2.61697
4,2.6188
4,2.62064
4,2.62248
4,2.62431
4,2.62614
4,2.62796
4,2.62979
4,2.63161
4,2.63343
4,2.63524
4,2.63705
4,2.63886
4,2.64067
4,2.64248
4,2.64428
4,2.64608
4,2.64788
4,2.64967
4,2.65146
4,2.65325
4,2.65504
4,2.65682
4,2.65861
4,2.66038
4,2.66216
4,2.66393
4,2.6657
4,2.66747
4,2.66924
4,2.671
4,2.67276
4,2.67452
4,2.67627
4,2.67802
4,2.67977
4,2.68152
4,2.68326
4,2.685
4,2.68674
4,2.68847
4,2.69021
4,2.69194
4,2.69366
4,2.69539
4,2.69711
4,2.69883
4,2.70054
4,2.70226
4,2.70397
4,2.70567
4,2.70738
4,2.70908
4,2.71078
4,2.71247
4,2.71417
4,2.71586
4,2.71755
4,2.71923
4,2.72091
4,2.72259
4,2.72427
4,2.72594
4,2.72761
4,2.72928
4,2.73094
4,2.73261
4,2.73427
4,2.73592
4,2.73758
4,2.73923
4,2.74087
4,2.74252
4,2.74416
4,2.7458
4,2.74743
4,2.74907
4,2.7507
4,2.75233
4,2.75395
4,2.75557
4,2.75719
4,2.75881
4,2.76042
4,2.76203
4,2.76364
4,2.76524
4,2.76684
4,2.76844
4,2.77003
4,2.77163
4,2.77321
4,2.7748
4,2.77638
4,2.77796
4,2.77954
4,2.78112
4,2.78269
4,2.78426
4,2.78582
4,2.78738
4,2.78894
4,2.7905
4,2.79205
4,2.7936
4,2.79515
4,2.79669
4,2.79823
4,2.79977
4,2.80131
4,2.80284
4,2.80437
4,2.8059
4,2.80742
4,2.80894
4,2.81046
4,2.81197
4,2.81348
4,2.81499
4,2.81649
4,2.81799
4,2.81949
4,2.82099
4,2.82248
4,2.82397
4,2.82546
4,2.82694
4,2.82842
4,2.8299
4,2.83137
4,2.83284
4,2.83431
4,2.83577
4,2.83723
4,2.83869
4,2.84015
4,2.8416
4,2.84305
4,2.84449
4,2.84593
4,2.84737
4,2.84881
4,2.85024
4,2.85167
4,2.8531
4,2.85452
4,2.85594
4,2.85736
4,2.85877
4,2.86019
4,2.86159
4,2.863
4,2.8644
4,2.8658
4,2.86719
4,2.86858
4,2.86997
4,2.87136
4,2.87274
4,2.87412
4,2.87549
4,2.87687
4,2.87823
4,2.8796
4,2.88096
4,2.88232
4,2.88368
4,2.88503
4,2.88638
4,2.88773
4,2.88907
4,2.89041
4,2.89175
4,2.89308
4,2.89441
4,2.89574
4,2.89706
4,2.89838
4,2.8997
4,2.90102
4,2.90233
4,2.90363
4,2.90494
4,2.90624
4,2.90754
4,2.90883
4,2.91012
4,2.91141
4,2.91269
4,2.91397
4,2.91525
4,2.91653
4,2.9178
4,2.91906
4,2.92033
4,2.92159
4,2.92285
4,2.9241
4,2.92535
4,2.9266
4,2.92784
4,2.92909
4,2.93032
4,2.93156
4,2.93279
4,2.93402
4,2.93524
4,2.93646
4,2.93768
4,2.93889
4,2.9401
4,2.94131
4,2.94251
4,2.94371
4,2.94491
4,2.94611
4,2.9473
4,2.94848
4,2.94967
4,2.95085
4,2.95202
4,2.9532
4,2.95437
4,2.95553
4,2.9567
4,2.95786
4,2.95901
4,2.96017
4,2.96131
4,2.96246
4,2.9636
4,2.96474
4,2.96588
4,2.96701
4,2.96814
4,2.96926
4,2.97039
4,2.9715
4,2.97262
4,2.97373
4,2.97484
4,2.97594
4,2.97704
4,2.97814
4,2.97924
4,2.98033
4,2.98141
4,2.9825
4,2.98358
4,2.98466
4,2.98573
4,2.9868
4,2.98786
4,2.98893
4,2.98999
4,2.99104
4,2.9921
4,2.99314
4,2.99419
4,2.99523
4,2.99627
4,2.9973
4,2.99834
4,2.99936
4,3.00039
4,3.00141
4,3.00243
4,3.00344
4,3.00445
4,3.00546
4,3.00646
4,3.00746
4,3.00845
4,3.00945
4,3.01044
4,3.01142
4,3.0124
4,3.01338
4,3.01435
4,3.01533
4,3.01629
4,3.01726
4,3.01822
4,3.01917
4,3.02013
4,3.02108
4,3.02202
4,3.02297
4,3.0239
4,3.02484
4,3.02577
4,3.0267
4,3.02762
4,3.02854
4,3.02946
4,3.03038
4,3.03129
4,3.03219
4,3.0331
4,3.03399
4,3.03489
4,3.03578
4,3.03667
4,3.03756
4,3.03844
4,3.03931
4,3.04019
4,3.04106
4,3.04193
4,3.04279
4,3.04365
4,3.0445
4,3.04536
4,3.0462
4,3.04705
4,3.04789
4,3.04873
4,3.04956
4,3.05039
4,3.05122
4,3.05204
4,3.05286
4,3.05368
4,3.05449
4,3.0553
4,3.0561
4,3.0569
4,3.0577
4,3.05849
4,3.05928
4,3.06007
4,3.06085
4,3.06163
4,3.06241
4,3.06318
4,3.06395
4,3.06471
4,3.06547
4,3.06623
4,3.06698
4,3.06773
4,3.06848
4,3.06922
4,3.06996
4,3.07069
4,3.07143
4,3.07215
4,3.07288
4,3.0736
4,3.07431
4,3.07503
4,3.07573
4,3.07644
4,3.07714
4,3.07784
4,3.07853
4,3.07922
4,3.07991
4,3.08059
4,3.08127
4,3.08195
4,3.08262
4,3.08329
4,3.08395
4,3.08461
4,3.08527
4,3.08592
4,3.08657
4,3.08721
4,3.08786
4,3.08849
4,3.08913
4,3.08976
4,3.09039
4,3.09101
4,3.09163
4,3.09224
4,3.09285
4,3.09346
4,3.09407
4,3.09467
4,3.09526
4,3.09586
4,3.09645
4,3.09703
4,3.09761
4,3.09819
4,3.09877
4,3.09934
4,3.0999
4,3.10047
4,3.10102
4,3.10158
4,3.10213
4,3.10268
4,3.10322
4,3.10376
4,3.1043
4,3.10483
4,3.10536
4,3.10589
4,3.10641
4,3.10692
4,3.10744
4,3.10795
4,3.10845
4,3.10896
4,3.10945
4,3.10995
4,3.11044
4,3.11093
4,3.11141
4,3.11189
4,3.11237
4,3.11284
4,3.11331
4,3.11377
4,3.11423
4,3.11469
4,3.11514
4,3.11559
4,3.11603
4,3.11648
4,3.11691
4,3.11735
4,3.11778
4,3.1182
4,3.11862
4,3.11904
4,3.11946
4,3.11987
4,3.12028
4,3.12068
4,3.12108
4,3.12147
4,3.12187
4,3.12225
4,3.12264
4,3.12302
4,3.12339
4,3.12377
4,3.12414
4,3.1245
4,3.12486
4,3.12522
4,3.12557
4,3.12592
4,3.12627
4,3.12661
4,3.12695
4,3.12728
4,3.12761
4,3.12794
4,3.12826
4,3.12858
4,3.1289
4,3.12921
4,3.12951
4,3.12982
4,3.13012
4,3.13041
4,3.1307
4,3.13099
4,3.13128
4,3.13156
4,3.13183
4,3.13211
4,3.13238
4,3.13264
4,3.1329
4,3.13316
4,3.13341
4,3.13366
4,3.13391
4,3.13415
4,3.13439
4,3.13462
4,3.13485
4,3.13508
4,3.1353
4,3.13552
4,3.13573
4,3.13595
4,3.13615
4,3.13636
4,3.13655
4,3.13675
4,3.13694
4,3.13713
4,3.13731
4,3.13749
4,3.13767
4,3.13784
4,3.13801
4,3.13818
4,3.13834
4,3.13849
4,3.13865
