0x007,0x001,0x002,0x003,0x004,0x005,0x006,0x007,0x008
-1.05033,1.86255,1.53433,0.06143,1.76493,-0.54385,-2.03899,0.08732,0.00048,
-1.05033,1.86255,1.53433,0.06143,1.76493,-0.54385,-2.03899,0.08732,0.00048,
-1.05033,1.86250,1.53497,0.06197,1.76479,-0.55126,-2.03776,0.08740,-0.00068,
-1.05030,1.86218,1.53550,0.06537,1.76474,-0.54250,-2.03786,0.08871,-0.00070,
-1.05024,1.86140,1.53586,0.07349,1.76484,-0.50785,-2.04011,0.09199,0.00116,
-1.05013,1.86009,1.53602,0.08723,1.76510,-0.44359,-2.04483,0.09751,0.00520,
-1.04998,1.85824,1.53597,0.10671,1.76553,-0.35091,-2.05192,0.10516,0.01138,
-1.04979,1.85589,1.53573,0.13143,1.76609,-0.23487,-2.06098,0.11456,0.01942,
-1.04957,1.85313,1.53534,0.16039,1.76674,-0.10329,-2.07137,0.12510,0.02883,
-1.04932,1.85010,1.53484,0.19228,1.76743,0.03437,-2.08232,0.13603,0.03898,
-1.04906,1.84693,1.53428,0.22565,1.76812,0.16804,-2.09301,0.14660,0.04924,
-1.04880,1.84375,1.53372,0.25904,1.76874,0.28818,-2.10265,0.15606,0.05894,
-1.04855,1.84070,1.53321,0.29113,1.76925,0.38682,-2.11059,0.16380,0.06755,
-1.04832,1.83787,1.53278,0.32094,1.76962,0.45869,-2.11638,0.16943,0.07468,
-1.04811,1.83530,1.53245,0.34796,1.76985,0.50229,-2.11990,0.17284,0.08017,
-1.04793,1.83298,1.53221,0.37231,1.76995,0.52095,-2.12141,0.17430,0.08419,
-1.04775,1.83083,1.53204,0.39489,1.76997,0.52398,-2.12166,0.17453,0.08727,
-1.04757,1.82863,1.53184,0.41846,1.76954,0.52964,-2.12235,0.17473,0.09061,
-1.04737,1.82648,1.53163,0.44366,1.76670,0.51929,-2.12295,0.17242,0.09351,
-1.04716,1.82440,1.53141,0.47132,1.75997,0.48330,-2.12340,0.16610,0.09568,
-1.04693,1.82241,1.53118,0.50152,1.74883,0.41801,-2.12367,0.15520,0.09699,
-1.04668,1.82049,1.53093,0.53374,1.73347,0.32463,-2.12375,0.13992,0.09741,
-1.04642,1.81862,1.53068,0.56701,1.71469,0.20821,-2.12367,0.12107,0.09703,
-1.04617,1.81677,1.53044,0.60007,1.69369,0.07650,-2.12346,0.09988,0.09599,
-1.04592,1.81489,1.53021,0.63153,1.67192,-0.06106,-2.12315,0.07783,0.09450,
-1.04570,1.81297,1.53001,0.65998,1.65091,-0.19450,-2.12280,0.05650,0.09279,
-1.04551,1.81095,1.52984,0.68419,1.63212,-0.31434,-2.12244,0.03739,0.09107,
-1.04537,1.80882,1.52970,0.70323,1.61673,-0.41267,-2.12213,0.02173,0.08955,
-1.04526,1.80656,1.52961,0.71663,1.60556,-0.48429,-2.12189,0.01033,0.08838,
-1.04520,1.80418,1.52955,0.72453,1.59879,-0.52772,-2.12174,0.00343,0.08765,
-1.04518,1.80168,1.52953,0.72783,1.59590,-0.54630,-2.12167,0.00048,0.08732,
-1.04518,1.80168,1.52953,0.72783,1.59590,-0.54630,-2.12167,0.00048,0.08732,
-1.04517,1.79913,1.52952,0.72933,1.59465,-0.55456,-2.12164,-0.00083,0.08717,
-1.04516,1.79658,1.52952,0.73065,1.59397,-0.56031,-2.12162,-0.00175,0.08702,
-1.04517,1.79399,1.52952,0.73163,1.59432,-0.56151,-2.12163,-0.00196,0.08688,
-1.04518,1.79138,1.52954,0.73217,1.59606,-0.55662,-2.12168,-0.00122,0.08675,
-1.04522,1.78872,1.52957,0.73217,1.59943,-0.54452,-2.12177,0.00066,0.08665,
-1.04527,1.78602,1.52963,0.73156,1.60459,-0.52453,-2.12190,0.00376,0.08655,
-1.04535,1.78327,1.52970,0.73032,1.61162,-0.49632,-2.12208,0.00816,0.08648,
-1.04544,1.78047,1.52979,0.72842,1.62050,-0.45989,-2.12231,0.01384,0.08643,
-1.04555,1.77762,1.52990,0.72587,1.63116,-0.41557,-2.12258,0.02075,0.08640,
-1.04569,1.77473,1.53003,0.72268,1.64348,-0.36393,-2.12289,0.02882,0.08639,
-1.04584,1.77179,1.53018,0.71890,1.65726,-0.30577,-2.12324,0.03790,0.08640,
-1.04600,1.76882,1.53034,0.71458,1.67227,-0.24208,-2.12363,0.04785,0.08642,
-1.04619,1.76581,1.53052,0.70978,1.68826,-0.17399,-2.12403,0.05848,0.08646,
-1.04638,1.76277,1.53071,0.70457,1.70494,-0.10276,-2.12445,0.06961,0.08651,
-1.04659,1.75971,1.53091,0.69902,1.72201,-0.02973,-2.12489,0.08103,0.08657,
-1.04680,1.75663,1.53112,0.69322,1.73913,0.04374,-2.12532,0.09251,0.08663,
-1.04702,1.75355,1.53133,0.68726,1.75602,0.11627,-2.12575,0.10384,0.08671,
-1.04724,1.75046,1.53154,0.68121,1.77234,0.18652,-2.12617,0.11482,0.08678,
-1.04746,1.74738,1.53176,0.67516,1.78782,0.25320,-2.12656,0.12525,0.08686,
-1.04768,1.74430,1.53197,0.66919,1.80219,0.31516,-2.12692,0.13493,0.08693,
-1.04789,1.74125,1.53218,0.66336,1.81522,0.37138,-2.12725,0.14372,0.08700,
-1.04810,1.73821,1.53238,0.65775,1.82671,0.42100,-2.12754,0.15148,0.08707,
-1.04830,1.73520,1.53257,0.65239,1.83652,0.46340,-2.12779,0.15811,0.08712,
-1.04849,1.73221,1.53276,0.64733,1.84457,0.49823,-2.12800,0.16355,0.08717,
-1.04867,1.72925,1.53294,0.64259,1.85085,0.52538,-2.12816,0.16780,0.08721,
-1.04884,1.72632,1.53310,0.63817,1.85541,0.54512,-2.12827,0.17088,0.08723,
-1.04900,1.72342,1.53326,0.63406,1.85840,0.55807,-2.12835,0.17290,0.08725,
-1.04915,1.72053,1.53341,0.63021,1.86005,0.56522,-2.12839,0.17402,0.08726,
-1.04930,1.71767,1.53355,0.62658,1.86070,0.56805,-2.12841,0.17447,0.08727,
-1.04944,1.71482,1.53369,0.62305,1.86080,0.56848,-2.12841,0.17453,0.08727,
-1.04958,1.71195,1.53383,0.61948,1.86103,0.56934,-2.12842,0.17467,0.08727,
-1.04973,1.70901,1.53398,0.61582,1.86090,0.56796,-2.12842,0.17445,0.08727,
-1.04988,1.70597,1.53413,0.61202,1.86013,0.56253,-2.12843,0.17360,0.08727,
-1.05004,1.70278,1.53428,0.60804,1.85851,0.55167,-2.12844,0.17190,0.08727,
-1.05021,1.69942,1.53445,0.60385,1.85587,0.53440,-2.12844,0.16920,0.08727,
-1.05039,1.69589,1.53462,0.59944,1.85212,0.51013,-2.12845,0.16540,0.08728,
-1.05058,1.69218,1.53481,0.59481,1.84723,0.47858,-2.12845,0.16046,0.08728,
-1.05078,1.68831,1.53500,0.58999,1.84118,0.43980,-2.12845,0.15439,0.08728,
-1.05098,1.68431,1.53519,0.58498,1.83405,0.39410,-2.12845,0.14723,0.08728,
-1.05119,1.68019,1.53540,0.57984,1.82590,0.34201,-2.12845,0.13907,0.08728,
-1.05140,1.67599,1.53560,0.57460,1.81685,0.28428,-2.12845,0.13004,0.08728,
-1.05161,1.67176,1.53581,0.56931,1.80706,0.22182,-2.12845,0.12026,0.08728,
-1.05183,1.66753,1.53602,0.56402,1.79668,0.15568,-2.12845,0.10990,0.08728,
-1.05204,1.66335,1.53623,0.55880,1.78589,0.08701,-2.12845,0.09915,0.08728,
-1.05225,1.65927,1.53643,0.55370,1.77490,0.01702,-2.12844,0.08819,0.08728,
-1.05245,1.65533,1.53663,0.54877,1.76389,-0.05302,-2.12844,0.07723,0.08727,
-1.05264,1.65158,1.53681,0.54409,1.75306,-0.12188,-2.12844,0.06645,0.08727,
-1.05281,1.64806,1.53699,0.53968,1.74261,-0.18834,-2.12843,0.05604,0.08727,
-1.05298,1.64481,1.53715,0.53562,1.73272,-0.25123,-2.12843,0.04619,0.08727,
-1.05313,1.64186,1.53729,0.53193,1.72354,-0.30951,-2.12843,0.03707,0.08727,
-1.05326,1.63924,1.53742,0.52866,1.71524,-0.36227,-2.12842,0.02881,0.08727,
-1.05338,1.63698,1.53753,0.52583,1.70792,-0.40874,-2.12842,0.02153,0.08727,
-1.05347,1.63507,1.53763,0.52345,1.70168,-0.44839,-2.12842,0.01533,0.08727,
-1.05355,1.63354,1.53770,0.52152,1.69656,-0.48089,-2.12841,0.01024,0.08727,
-1.05361,1.63235,1.53776,0.52004,1.69258,-0.50621,-2.12841,0.00627,0.08727,
-1.05365,1.63151,1.53781,0.51898,1.68968,-0.52458,-2.12841,0.00340,0.08727,
-1.05368,1.63096,1.53783,0.51829,1.68779,-0.53662,-2.12841,0.00151,0.08727,
-1.05370,1.63065,1.53785,0.51792,1.68674,-0.54327,-2.12841,0.00047,0.08727,
-1.05370,1.63054,1.53785,0.51777,1.68633,-0.54589,-2.12841,0.00006,0.08727,
-1.05370,1.63054,1.53785,0.51777,1.68633,-0.54589,-2.12841,0.00006,0.08727,
-1.05370,1.63049,1.53782,0.51771,1.68621,-0.54666,-2.12838,-0.00006,0.08730,
-1.05371,1.63043,1.53755,0.51764,1.68643,-0.54519,-2.12818,0.00017,0.08750,
-1.05371,1.63039,1.53687,0.51758,1.68730,-0.53967,-2.12767,0.00103,0.08801,
-1.05371,1.63035,1.53563,0.51753,1.68901,-0.52872,-2.12674,0.00275,0.08894,
-1.05371,1.63031,1.53372,0.51749,1.69172,-0.51137,-2.12531,0.00546,0.09036,
-1.05372,1.63028,1.53105,0.51745,1.69553,-0.48702,-2.12330,0.00926,0.09232,
-1.05372,1.63025,1.52758,0.51742,1.70047,-0.45541,-2.12069,0.01421,0.09483,
-1.05372,1.63024,1.52328,0.51740,1.70654,-0.41656,-2.11746,0.02028,0.09790,
-1.05372,1.63023,1.51817,0.51738,1.71370,-0.37079,-2.11360,0.02744,0.10150,
-1.05372,1.63022,1.51227,0.51738,1.72185,-0.31864,-2.10913,0.03559,0.10558,
-1.05372,1.63023,1.50562,0.51738,1.73088,-0.26086,-2.10409,0.04463,0.11010,
-1.05372,1.63023,1.49829,0.51739,1.74066,-0.19835,-2.09852,0.05440,0.11497,
-1.05372,1.63025,1.49036,0.51741,1.75101,-0.13217,-2.09248,0.06475,0.12012,
-1.05372,1.63026,1.48192,0.51743,1.76175,-0.06346,-2.08602,0.07549,0.12546,
-1.05372,1.63028,1.47306,0.51745,1.77270,0.00655,-2.07922,0.08644,0.13090,
-1.05371,1.63031,1.46388,0.51748,1.78365,0.07663,-2.07214,0.09739,0.13634,
-1.05371,1.63033,1.45450,0.51751,1.79442,0.14551,-2.06488,0.10816,0.14168,
-1.05371,1.63036,1.44502,0.51754,1.80482,0.21198,-2.05750,0.11856,0.14683,
-1.05371,1.63038,1.43553,0.51758,1.81466,0.27489,-2.05008,0.12839,0.15170,
-1.05371,1.63041,1.42614,0.51761,1.82377,0.33319,-2.04269,0.13751,0.15622,
-1.05371,1.63043,1.41693,0.51764,1.83202,0.38595,-2.03539,0.14576,0.16030,
-1.05371,1.63045,1.40799,0.51766,1.83929,0.43243,-2.02825,0.15303,0.16390,
-1.05371,1.63047,1.39938,0.51769,1.84549,0.47209,-2.02131,0.15923,0.16696,
-1.05370,1.63049,1.39114,0.51771,1.85057,0.50459,-2.01461,0.16431,0.16948,
-1.05370,1.63050,1.38329,0.51772,1.85453,0.52991,-2.00817,0.16827,0.17144,
-1.05370,1.63051,1.37586,0.51773,1.85740,0.54829,-2.00200,0.17114,0.17286,
-1.05370,1.63051,1.36881,0.51774,1.85929,0.56032,-1.99609,0.17302,0.17379,
-1.05370,1.63052,1.36209,0.51775,1.86033,0.56697,-1.99040,0.17406,0.17430,
-1.05370,1.63052,1.35564,0.51775,1.86074,0.56959,-1.98489,0.17447,0.17450,
-1.05370,1.63052,1.34933,0.51775,1.86080,0.56999,-1.97948,0.17453,0.17453,
-1.05370,1.63052,1.34294,0.51775,1.86092,0.57100,-1.97401,0.17465,0.17456,
-1.05370,1.63052,1.33641,0.51775,1.86069,0.57110,-1.96839,0.17442,0.17424,
-1.05370,1.63052,1.32963,0.51775,1.85983,0.56955,-1.96251,0.17356,0.17330,
-1.05370,1.63052,1.32251,0.51775,1.85811,0.56579,-1.95628,0.17185,0.17151,
-1.05370,1.63052,1.31502,0.51775,1.85540,0.55943,-1.94966,0.16913,0.16873,
-1.05370,1.63052,1.30714,0.51775,1.85159,0.55022,-1.94262,0.16533,0.16487,
-1.05370,1.63052,1.29886,0.51775,1.84665,0.53805,-1.93515,0.16038,0.15988,
-1.05370,1.63052,1.29022,0.51775,1.84057,0.52293,-1.92730,0.15430,0.15378,
-1.05370,1.63052,1.28127,0.51775,1.83341,0.50498,-1.91909,0.14715,0.14660,
-1.05370,1.63052,1.27206,0.51775,1.82525,0.48442,-1.91059,0.13899,0.13844,
-1.05370,1.63052,1.26267,0.51775,1.81622,0.46155,-1.90188,0.12995,0.12941,
-1.05370,1.63052,1.25320,0.51775,1.80644,0.43674,-1.89304,0.12018,0.11965,
-1.05370,1.63052,1.24374,0.51775,1.79609,0.41041,-1.88416,0.10982,0.10932,
-1.05370,1.63052,1.23438,0.51775,1.78534,0.38303,-1.87534,0.09908,0.09860,
-1.05370,1.63052,1.22524,0.51775,1.77439,0.35507,-1.86670,0.08813,0.08769,
-1.05370,1.63052,1.21642,0.51775,1.76343,0.32706,-1.85832,0.07717,0.07677,
-1.05370,1.63052,1.20801,0.51775,1.75266,0.29950,-1.85032,0.06639,0.06605,
-1.05370,1.63052,1.20012,0.51775,1.74226,0.27288,-1.84279,0.05600,0.05570,
-1.05370,1.63052,1.19284,0.51775,1.73242,0.24767,-1.83582,0.04616,0.04590,
-1.05370,1.63052,1.18623,0.51775,1.72330,0.22429,-1.82948,0.03704,0.03683,
-1.05370,1.63052,1.18036,0.51775,1.71505,0.20311,-1.82384,0.02879,0.02862,
-1.05370,1.63052,1.17528,0.51775,1.70778,0.18445,-1.81895,0.02151,0.02139,
-1.05370,1.63052,1.17101,0.51775,1.70158,0.16852,-1.81484,0.01531,0.01522,
-1.05370,1.63052,1.16756,0.51775,1.69649,0.15546,-1.81151,0.01023,0.01017,
-1.05370,1.63052,1.16491,0.51775,1.69253,0.14528,-1.80894,0.00627,0.00623,
-1.05370,1.63052,1.16301,0.51775,1.68966,0.13789,-1.80710,0.00339,0.00337,
-1.05370,1.63052,1.16178,0.51775,1.68778,0.13305,-1.80590,0.00151,0.00150,
-1.05370,1.63052,1.16110,0.51775,1.68674,0.13038,-1.80525,0.00047,0.00047,
-1.05370,1.63052,1.16084,0.51775,1.68633,0.12932,-1.80499,0.00006,0.00006,
-1.05370,1.63052,1.16084,0.51775,1.68633,0.12932,-1.80499,0.00006,0.00006,
-1.05370,1.63052,1.16072,0.51775,1.68621,0.12913,-1.80491,-0.00006,-0.00009,
-1.05370,1.63052,1.16061,0.51775,1.68644,0.13048,-1.80500,0.00017,-0.00011,
-1.05370,1.63052,1.16050,0.51775,1.68730,0.13464,-1.80541,0.00103,0.00014,
-1.05370,1.63052,1.16041,0.51775,1.68901,0.14256,-1.80625,0.00275,0.00075,
-1.05370,1.63052,1.16033,0.51775,1.69172,0.15490,-1.80759,0.00546,0.00178,
-1.05370,1.63052,1.16026,0.51775,1.69553,0.17209,-1.80948,0.00927,0.00327,
-1.05370,1.63052,1.16020,0.51775,1.70047,0.19430,-1.81194,0.01421,0.00525,
-1.05370,1.63052,1.16017,0.51775,1.70655,0.22150,-1.81497,0.02028,0.00771,
-1.05370,1.63052,1.16014,0.51775,1.71370,0.25349,-1.81854,0.02744,0.01066,
-1.05370,1.63052,1.16013,0.51775,1.72186,0.28989,-1.82262,0.03559,0.01405,
-1.05370,1.63052,1.16014,0.51775,1.73089,0.33018,-1.82714,0.04463,0.01786,
-1.05370,1.63052,1.16015,0.51775,1.74067,0.37372,-1.83203,0.05440,0.02202,
-1.05370,1.63052,1.16018,0.51775,1.75101,0.41980,-1.83721,0.06475,0.02647,
-1.05370,1.63052,1.16022,0.51775,1.76176,0.46761,-1.84259,0.07549,0.03116,
-1.05370,1.63052,1.16027,0.51775,1.77270,0.51630,-1.84807,0.08644,0.03600,
-1.05370,1.63052,1.16032,0.51775,1.78366,0.56503,-1.85356,0.09739,0.04092,
-1.05370,1.63052,1.16037,0.51775,1.79443,0.61291,-1.85895,0.10816,0.04585,
-1.05370,1.63052,1.16043,0.51775,1.80482,0.65910,-1.86416,0.11856,0.05071,
-1.05370,1.63052,1.16049,0.51775,1.81466,0.70280,-1.86909,0.12839,0.05543,
-1.05370,1.63052,1.16054,0.51775,1.82377,0.74330,-1.87366,0.13751,0.05995,
-1.05370,1.63052,1.16060,0.51775,1.83202,0.77994,-1.87779,0.14576,0.06420,
-1.05370,1.63052,1.16065,0.51775,1.83929,0.81222,-1.88143,0.15303,0.06814,
-1.05370,1.63052,1.16069,0.51775,1.84549,0.83975,-1.88454,0.15923,0.07173,
-1.05370,1.63052,1.16072,0.51775,1.85057,0.86232,-1.88709,0.16431,0.07495,
-1.05370,1.63052,1.16075,0.51775,1.85453,0.87989,-1.88907,0.16827,0.07779,
-1.05370,1.63052,1.16077,0.51775,1.85740,0.89265,-1.89052,0.17114,0.08025,
-1.05370,1.63052,1.16079,0.51775,1.85929,0.90100,-1.89146,0.17302,0.08237,
-1.05370,1.63052,1.16079,0.51775,1.86033,0.90562,-1.89198,0.17406,0.08419,
-1.05370,1.63052,1.16080,0.51775,1.86074,0.90744,-1.89219,0.17447,0.08579,
-1.05370,1.63052,1.16080,0.51775,1.86080,0.90771,-1.89222,0.17453,0.08727,
-1.05370,1.63052,1.16080,0.51775,1.86092,0.90825,-1.89231,0.17465,0.08878,
-1.05370,1.63052,1.16080,0.51775,1.86069,0.90722,-1.89240,0.17442,0.09023,
-1.05370,1.63052,1.16080,0.51775,1.85983,0.90336,-1.89248,0.17356,0.09158,
-1.05370,1.63052,1.16080,0.51775,1.85811,0.89572,-1.89255,0.17185,0.09280,
-1.05370,1.63052,1.16080,0.51775,1.85540,0.88361,-1.89262,0.16913,0.09386,
-1.05370,1.63052,1.16080,0.51775,1.85159,0.86662,-1.89267,0.16533,0.09473,
-1.05370,1.63052,1.16080,0.51775,1.84665,0.84456,-1.89271,0.16038,0.09541,
-1.05370,1.63052,1.16081,0.51775,1.84057,0.81746,-1.89274,0.15430,0.09589,
-1.05370,1.63052,1.16081,0.51775,1.83341,0.78552,-1.89276,0.14715,0.09617,
-1.05370,1.63052,1.16081,0.51775,1.82525,0.74914,-1.89276,0.13899,0.09627,
-1.05370,1.63052,1.16081,0.51775,1.81622,0.70882,-1.89276,0.12995,0.09618,
-1.05370,1.63052,1.16081,0.51775,1.80644,0.66521,-1.89274,0.12018,0.09593,
-1.05370,1.63052,1.16080,0.51775,1.79609,0.61904,-1.89272,0.10982,0.09553,
-1.05370,1.63052,1.16080,0.51775,1.78534,0.57110,-1.89269,0.09908,0.09501,
-1.05370,1.63052,1.16080,0.51775,1.77439,0.52225,-1.89265,0.08813,0.09439,
-1.05370,1.63052,1.16080,0.51775,1.76343,0.47336,-1.89261,0.07717,0.09369,
-1.05370,1.63052,1.16080,0.51775,1.75266,0.42531,-1.89256,0.06639,0.09294,
-1.05370,1.63052,1.16080,0.51775,1.74226,0.37893,-1.89251,0.05600,0.09217,
-1.05370,1.63052,1.16080,0.51775,1.73242,0.33504,-1.89247,0.04616,0.09139,
-1.05370,1.63052,1.16080,0.51775,1.72330,0.29437,-1.89242,0.03704,0.09064,
-1.05370,1.63052,1.16080,0.51775,1.71505,0.25756,-1.89238,0.02879,0.08994,
-1.05370,1.63052,1.16080,0.51775,1.70778,0.22513,-1.89234,0.02151,0.08929,
-1.05370,1.63052,1.16080,0.51775,1.70158,0.19747,-1.89231,0.01531,0.08873,
-1.05370,1.63052,1.16080,0.51775,1.69649,0.17479,-1.89228,0.01023,0.08826,
-1.05370,1.63052,1.16080,0.51775,1.69253,0.15713,-1.89225,0.00627,0.08788,
-1.05370,1.63052,1.16080,0.51775,1.68966,0.14430,-1.89224,0.00339,0.08760,
-1.05370,1.63052,1.16080,0.51775,1.68778,0.13591,-1.89223,0.00151,0.08742,
-1.05370,1.63052,1.16080,0.51775,1.68674,0.13127,-1.89222,0.00047,0.08731,
-1.05370,1.63052,1.16080,0.51775,1.68633,0.12944,-1.89222,0.00006,0.08727,
-1.05370,1.63052,1.16080,0.51775,1.68633,0.12944,-1.89222,0.00006,0.08727,
-1.05370,1.63052,1.16080,0.51775,1.68634,0.13084,-1.89245,0.00007,0.08749,
-1.05370,1.63052,1.16080,0.51775,1.68735,0.14374,-1.89389,0.00108,0.08892,
-1.05370,1.63052,1.16080,0.51775,1.68998,0.17503,-1.89727,0.00371,0.09228,
-1.05370,1.63052,1.16080,0.51775,1.69449,0.22728,-1.90285,0.00823,0.09785,
-1.05370,1.63052,1.16080,0.51775,1.70086,0.29951,-1.91053,0.01459,0.10553,
-1.05370,1.63052,1.16080,0.51775,1.70880,0.38801,-1.91992,0.02253,0.11492,
-1.05370,1.63052,1.16080,0.51775,1.71788,0.48709,-1.93041,0.03162,0.12542,
-1.05370,1.63052,1.16080,0.51775,1.72757,0.58988,-1.94129,0.04130,0.13630,
-1.05370,1.63052,1.16080,0.51775,1.73727,0.68912,-1.95178,0.05100,0.14680,
-1.05370,1.63052,1.16080,0.51775,1.74641,0.77794,-1.96117,0.06015,0.15620,
-1.05370,1.63052,1.16080,0.51775,1.75453,0.85064,-1.96885,0.06826,0.16389,
-1.05370,1.63052,1.16080,0.51775,1.76128,0.90348,-1.97443,0.07501,0.16947,
-1.05370,1.63052,1.16080,0.51775,1.76654,0.93546,-1.97781,0.08027,0.17285,
-1.05370,1.63052,1.16080,0.51775,1.77046,0.94914,-1.97925,0.08419,0.17430,
-1.05370,1.63052,1.16080,0.51775,1.77353,0.95135,-1.97948,0.08727,0.17453,
-1.05370,1.63052,1.16080,0.51775,1.77683,0.95539,-1.97968,0.09057,0.17473,
-1.05370,1.63052,1.16080,0.51775,1.77970,0.94722,-1.97736,0.09344,0.17241,
-1.05370,1.63052,1.16080,0.51775,1.78185,0.91946,-1.97104,0.09558,0.16609,
-1.05370,1.63052,1.16080,0.51775,1.78314,0.86932,-1.96013,0.09688,0.15518,
-1.05370,1.63052,1.16080,0.51775,1.78356,0.79776,-1.94486,0.09729,0.13991,
-1.05370,1.63052,1.16080,0.51775,1.78318,0.70860,-1.92601,0.09692,0.12106,
-1.05370,1.63052,1.16080,0.51775,1.78216,0.60780,-1.90482,0.09589,0.09987,
-1.05370,1.63052,1.16080,0.51775,1.78069,0.50255,-1.88277,0.09442,0.07782,
-1.05370,1.63052,1.16080,0.51775,1.77899,0.40048,-1.86144,0.09273,0.05649,
-1.05370,1.63052,1.16080,0.51775,1.77729,0.30883,-1.84233,0.09103,0.03738,
-1.05370,1.63052,1.16080,0.51775,1.77579,0.23363,-1.82667,0.08953,0.02172,
-1.05370,1.63052,1.16080,0.51775,1.77464,0.17887,-1.81528,0.08837,0.01033,
-1.05370,1.63052,1.16080,0.51775,1.77391,0.14567,-1.80838,0.08764,0.00343,
-1.05370,1.63052,1.16080,0.51775,1.77359,0.13146,-1.80543,0.08732,0.00048,
-1.05370,1.63052,1.16080,0.51775,1.77359,0.13146,-1.80543,0.08732,0.00048,
-1.05370,1.63052,1.16080,0.51775,1.77367,0.12704,-1.80431,0.08740,-0.00068,
-1.05370,1.63052,1.16080,0.51775,1.77498,0.13425,-1.80458,0.08872,-0.00069,
-1.05370,1.63052,1.16080,0.51775,1.77826,0.16006,-1.80706,0.09199,0.00116,
-1.05370,1.63052,1.16080,0.51775,1.78378,0.20716,-1.81208,0.09751,0.00520,
-1.05370,1.63052,1.16080,0.51775,1.79143,0.27466,-1.81955,0.10517,0.01138,
-1.05370,1.63052,1.16080,0.51775,1.80083,0.35890,-1.82904,0.11457,0.01942,
-1.05370,1.63052,1.16080,0.51775,1.81137,0.45425,-1.83989,0.12510,0.02883,
-1.05370,1.63052,1.16080,0.51775,1.82230,0.55389,-1.85131,0.13604,0.03899,
-1.05370,1.63052,1.16080,0.51775,1.83287,0.65056,-1.86244,0.14660,0.04924,
-1.05370,1.63052,1.16080,0.51775,1.84232,0.73740,-1.87247,0.15606,0.05894,
-1.05370,1.63052,1.16080,0.51775,1.85007,0.80867,-1.88072,0.16380,0.06755,
-1.05370,1.63052,1.16080,0.51775,1.85570,0.86058,-1.88674,0.16943,0.07468,
-1.05370,1.63052,1.16080,0.51775,1.85911,0.89206,-1.89040,0.17284,0.08017,
-1.05370,1.63052,1.16080,0.51775,1.86056,0.90553,-1.89196,0.17430,0.08419,
-1.05370,1.63052,1.16080,0.51775,1.86080,0.90771,-1.89222,0.17453,0.08727,
-1.05370,1.63052,1.16080,0.51775,1.86100,0.91179,-1.89293,0.17473,0.09061,
-1.05370,1.63052,1.16080,0.51775,1.85869,0.90426,-1.89356,0.17242,0.09351,
-1.05370,1.63052,1.16080,0.51775,1.85237,0.87813,-1.89402,0.16610,0.09568,
-1.05370,1.63052,1.16080,0.51775,1.84147,0.83076,-1.89430,0.15520,0.09699,
-1.05370,1.63052,1.16080,0.51775,1.82619,0.76302,-1.89439,0.13992,0.09741,
-1.05370,1.63052,1.16080,0.51775,1.80734,0.67857,-1.89431,0.12107,0.09703,
-1.05370,1.63052,1.16080,0.51775,1.78615,0.58304,-1.89409,0.09988,0.09599,
-1.05370,1.63052,1.16080,0.51775,1.76410,0.48327,-1.89377,0.07783,0.09450,
-1.05370,1.63052,1.16080,0.51775,1.74277,0.38649,-1.89340,0.05650,0.09279,
-1.05370,1.63052,1.16080,0.51775,1.72365,0.29958,-1.89303,0.03739,0.09107,
-1.05370,1.63052,1.16080,0.51775,1.70799,0.22826,-1.89271,0.02173,0.08955,
-1.05370,1.63052,1.16080,0.51775,1.69660,0.17632,-1.89246,0.01033,0.08838,
-1.05370,1.63052,1.16080,0.51775,1.68969,0.14482,-1.89230,0.00343,0.08765,
-1.05370,1.63052,1.16080,0.51775,1.68674,0.13134,-1.89223,0.00048,0.08732,
-1.05370,1.63052,1.16080,0.51775,1.68674,0.13134,-1.89223,0.00048,0.08732,
-1.05370,1.63052,1.16080,0.51775,1.68558,0.12738,-1.89243,-0.00068,0.08740,
-1.05370,1.63052,1.16080,0.51775,1.68557,0.13559,-1.89384,-0.00070,0.08871,
-1.05370,1.63052,1.16080,0.51775,1.68743,0.16332,-1.89720,0.00116,0.09199,
-1.05370,1.63052,1.16080,0.51775,1.69146,0.21335,-1.90277,0.00520,0.09751,
-1.05370,1.63052,1.16080,0.51775,1.69765,0.28473,-1.91044,0.01138,0.10516,
-1.05370,1.63052,1.16080,0.51775,1.70569,0.37364,-1.91983,0.01942,0.11456,
-1.05370,1.63052,1.16080,0.51775,1.71509,0.47415,-1.93033,0.02883,0.12510,
-1.05370,1.63052,1.16080,0.51775,1.72525,0.57910,-1.94122,0.03898,0.13603,
-1.05370,1.63052,1.16080,0.51775,1.73550,0.68086,-1.95173,0.04924,0.14660,
-1.05370,1.63052,1.16080,0.51775,1.74521,0.77223,-1.96113,0.05894,0.15606,
-1.05370,1.63052,1.16080,0.51775,1.75382,0.84720,-1.96883,0.06755,0.16380,
-1.05370,1.63052,1.16080,0.51775,1.76094,0.90179,-1.97442,0.07468,0.16943,
-1.05370,1.63052,1.16080,0.51775,1.76644,0.93489,-1.97780,0.08017,0.17284,
-1.05370,1.63052,1.16080,0.51775,1.77046,0.94905,-1.97925,0.08419,0.17430,
-1.05370,1.63052,1.16080,0.51775,1.77353,0.95135,-1.97948,0.08727,0.17453,
-1.05370,1.63052,1.16080,0.51775,1.77687,0.95562,-1.97968,0.09061,0.17473,
-1.05370,1.63052,1.16080,0.51775,1.77977,0.94764,-1.97736,0.09351,0.17242,
