bpm=60
4	 0.6	 1	 1	 0	 0	 0	 0
4	 0.6	 0	 0	 0	 0	 0	 0
1	 0.6	 8	 0	 0	 0	 0	 0
1	 0.6	 0	 0	 0	 0	 0	 0
1	 0.6	 0	 8	 0	 0	 0	 0
1	 0.6	 0	 0	 0	 0	 0	 0
2	 0.6	 1	 0	 0	 0	 0	 0
2	 0.6	 0	 0	 0	 0	 0	 0
2	 0.6	 0	 1	 0	 0	 0	 0
2	 0.6	 0	 0	 0	 0	 0	 0
3	 0.6	 0	 5	 0	 0	 0	 0
3	 0.6	 0	 0	 0	 0	 0	 0
3	 0.6	 5	 0	 0	 0	 0	 0
3	 0.6	 0	 0	 0	 0	 0	 0
4	 0.6	 1	 0	 0	 0	 0	 0
4	 0.6	 0	 0	 0	 0	 0	 0
4	 0.6	 0	 1	 0	 0	 0	 0
4	 0.6	 0	 0	 0	 0	 0	 0
1	 0.6	 4	 0	 0	 0	 0	 0
1	 0.6	 0	 0	 0	 0	 0	 0
1	 0.6	 0	 4	 0	 0	 0	 0
1	 0.6	 0	 0	 0	 0	 0	 0
2	 0.6	 1	 0	 0	 0	 0	 0
2	 0.6	 0	 0	 0	 0	 0	 0
2	 0.6	 0	 1	 0	 0	 0	 0
2	 0.6	 0	 0	 0	 0	 0	 0
3	 0.6	 8	 0	 0	 0	 0	 0
3	 0.6	 0	 0	 0	 0	 0	 0
3	 0.6	 0	 8	 0	 0	 0	 0
3	 0.6	 0	 0	 0	 0	 0	 0
4	 0.6	 1	 0	 0	 0	 0	 0
4	 0.6	 0	 0	 0	 0	 0	 0
4	 0.6	 0	 1	 0	 0	 0	 0
4	 0.6	 0	 0	 0	 0	 0	 0
1	 0.6	 0	 5	 0	 0	 0	 0
1	 0.6	 0	 0	 0	 0	 0	 0
1	 0.6	 5	 0	 0	 0	 0	 0
1	 0.6	 0	 0	 0	 0	 0	 0
2	 0.6	 1	 0	 0	 0	 0	 0
2	 0.6	 0	 0	 0	 0	 0	 0
2	 0.6	 0	 1	 0	 0	 0	 0
2	 0.6	 0	 0	 0	 0	 0	 0
3	 0.6	 4	 0	 0	 0	 0	 0
3	 0.6	 0	 0	 0	 0	 0	 0
3	 0.6	 0	 4	 0	 0	 0	 0
3	 0.6	 0	 0	 0	 0	 0	 0
4	 0.6	 1	 0	 0	 0	 0	 0
4	 0.6	 0	 0	 0	 0	 0	 0
4	 0.6	 0	 1	 0	 0	 0	 0
4	 0.6	 0	 0	 0	 0	 0	 0
