bpm=67
1	 0.6	 0	 0	 0	 0	 0	 0
1	 0.6	 0	 0	 0	 0	 0	 0
1	 0.6	 0	 0	 0	 0	 0	 0
1	 0.6	 0	 0	 0	 0	 0	 0
2	 0.6	 0	 0	 0	 0	 0	 0
2	 0.6	 0	 0	 0	 0	 0	 0
2	 0.6	 0	 0	 0	 0	 0	 0
2	 0.6	 0	 0	 0	 0	 0	 0
3	 0.6	 0	 0	 0	 0	 0	 0
3	 0.6	 0	 0	 0	 0	 0	 0
3	 0.6	 0	 0	 0	 0	 0	 0
3	 0.6	 0	 0	 0	 0	 0	 0
4	 0.6	 5	 0	 0	 0	 0	 1
4	 0.6	 5	 0	 0	 0	 0	 1
4	 0.6	 5	 0	 0	 0	 0	 1
4	 0.6	 5	 0	 0	 0	 0	 1
5	 0.6	 8	 0	 0	 0	 1	 1
5	 0.6	 5	 0	 0	 0	 0	 1
5	 0.6	 5	 0	 0	 0	 1	 1
5	 0.6	 5	 1	 0	 0	 0	 1
6	 0.6	 5	 0	 0	 0	 1	 1
6	 0.6	 5	 0	 0	 0	 0	 1
6	 0.6	 5	 0	 0	 0	 1	 1
6	 0.6	 5	 1	 0	 0	 0	 1
7	 0.6	 5	 0	 0	 0	 1	 1
7	 0.6	 5	 0	 0	 0	 0	 1
7	 0.6	 5	 0	 0	 0	 1	 1
7	 0.6	 5	 1	 0	 0	 0	 1
8	 0.6	 5	 0	 0	 0	 1	 1
8	 0.6	 5	 0	 0	 0	 0	 1
8	 0.6	 5	 0	 0	 0	 1	 1
8	 0.6	 5	 1	 0	 0	 0	 1
9	 0.6	 8	 0	 0	 0	 1	 1
9	 0.6	 5	 0	 0	 0	 0	 1
9	 0.6	 5	 0	 0	 0	 1	 1
9	 0.6	 5	 1	 0	 0	 0	 1
10	 0.6	 5	 0	 0	 0	 1	 1
10	 0.6	 5	 0	 0	 0	 0	 1
10	 0.6	 5	 0	 0	 0	 1	 1
10	 0.6	 5	 1	 0	 0	 0	 1
11	 0.6	 5	 0	 0	 0	 1	 1
11	 0.6	 5	 0	 0	 0	 0	 1
11	 0.6	 5	 0	 0	 0	 1	 1
11	 0.6	 5	 1	 0	 0	 0	 1
11	 0.3	 5	 1	 0	 0	 0	 0
12	 0.3	 0	 0	 0	 0	 0	 0
12	 0.3	 5	 1	 0	 0	 1	 0
12	 0.3	 5	 1	 0	 0	 0	 0
12	 0.3	 5	 1	 0	 0	 1	 0
12	 0.3	 5	 1	 0	 0	 0	 0
12	 0.9	 0	 5	 0	 0	 0	 0
12	 0.3	 5	 0	 0	 0	 0	 0
12	 0.15	 3	 0	 0	 0	 0	 0
12	 0.15	 2	 0	 0	 0	 0	 0
13	 0.3	 8	 0	 0	 0	 1	 1
13	 0.3	 5	 0	 0	 0	 1	 1
13	 0.3	 5	 0	 0	 0	 1	 1
13	 0.3	 5	 0	 0	 0	 1	 1
13	 0.3	 5	 0	 0	 0	 1	 1
13	 0.3	 5	 0	 0	 0	 1	 1
13	 0.3	 5	 0	 0	 0	 1	 1
13	 0.3	 5	 0	 0	 0	 1	 1
14	 0.3	 5	 0	 0	 0	 1	 1
14	 0.3	 5	 0	 0	 0	 1	 1
14	 0.3	 5	 0	 0	 0	 1	 1
14	 0.3	 5	 0	 0	 0	 1	 1
14	 0.3	 5	 0	 0	 0	 1	 1
14	 0.3	 5	 0	 0	 0	 1	 1
14	 0.3	 5	 0	 0	 0	 1	 1
14	 0.3	 5	 0	 0	 0	 1	 1
15	 0.3	 5	 0	 0	 0	 1	 1
15	 0.3	 5	 0	 0	 0	 1	 1
15	 0.3	 5	 0	 0	 0	 1	 1
15	 0.3	 5	 0	 0	 0	 1	 1
15	 0.3	 5	 0	 0	 0	 1	 1
15	 0.3	 5	 0	 0	 0	 1	 1
15	 0.3	 5	 0	 0	 0	 1	 1
15	 0.3	 5	 0	 0	 0	 1	 1
16	 0.3	 5	 0	 0	 0	 1	 1
16	 0.3	 5	 0	 0	 0	 1	 1
16	 0.3	 5	 0	 0	 0	 1	 1
16	 0.3	 5	 0	 0	 0	 1	 1
16	 0.3	 5	 0	 0	 0	 1	 1
16	 0.3	 5	 0	 0	 0	 1	 1
16	 0.3	 5	 0	 0	 0	 1	 1
16	 0.3	 5	 0	 0	 0	 1	 1
17	 0.3	 0	 0	 0	 0	 0	 0
17	 0.6	 0	 0	 0	 0	 0	 0
17	 0.6	 0	 0	 0	 0	 0	 0
17	 0.6	 0	 0	 0	 0	 0	 0
18	 0.6	 1	 1	 1	 1	 1	 1
