47.0524,0,0.005,0.308998
47.0525,1,0.005,2.08347
47.0525,2,0.005,1.10459
47.0525,3,0.005,-0.499164
47.0525,4,0.005,0.60279
47.0525,5,0.005,-0.43225
47.0525,6,0.005,0.585109
47.0525,7,0.005,2.9904e-05
47.0525,8,0.005,2.9904e-05
47.0526,0,0.01,0.308998
47.0526,1,0.01,2.08347
47.0526,2,0.01,1.10459
47.0526,3,0.01,-0.499164
47.0526,4,0.01,0.602835
47.0526,5,0.01,-0.43225
47.0526,6,0.01,0.585154
47.0526,7,0.01,0.000119596
47.0526,8,0.01,0.000119596
47.0526,0,0.015,0.308998
47.0526,1,0.015,2.08347
47.0527,2,0.015,1.10459
47.0527,3,0.015,-0.499164
47.0527,4,0.015,0.60291
47.0527,5,0.015,-0.43225
47.0527,6,0.015,0.585229
47.0527,7,0.015,0.000269013
47.0527,8,0.015,0.000269013
47.0527,0,0.02,0.308998
47.0527,1,0.02,2.08347
47.0527,2,0.02,1.10459
47.0527,3,0.02,-0.499164
47.0527,4,0.02,0.603014
47.0528,5,0.02,-0.43225
47.0528,6,0.02,0.585333
47.0528,7,0.02,0.000478055
47.0528,8,0.02,0.000478055
47.0528,0,0.025,0.308998
47.0528,1,0.025,2.08347
47.0528,2,0.025,1.10459
47.0528,3,0.025,-0.499164
47.0528,4,0.025,0.603149
47.0528,5,0.025,-0.43225
47.0528,6,0.025,0.585468
47.0528,7,0.025,0.000746577
47.0529,8,0.025,0.000746577
47.0529,0,0.03,0.308998
47.0529,1,0.03,2.08347
47.0529,2,0.03,1.10459
47.0529,3,0.03,-0.499164
47.0529,4,0.03,0.603312
47.0529,5,0.03,-0.43225
47.0529,6,0.03,0.585632
47.0529,7,0.03,0.00107439
47.0529,8,0.03,0.00107439
47.0529,0,0.035,0.308998
47.0529,1,0.035,2.08347
47.053,2,0.035,1.10459
47.053,3,0.035,-0.499164
47.053,4,0.035,0.603506
47.053,5,0.035,-0.43225
47.053,6,0.035,0.585825
47.053,7,0.035,0.00146128
47.053,8,0.035,0.00146128
47.053,0,0.04,0.308998
47.053,1,0.04,2.08347
47.053,2,0.04,1.10459
47.053,3,0.04,-0.499164
47.053,4,0.04,0.603729
47.0531,5,0.04,-0.43225
47.0531,6,0.04,0.586048
47.0531,7,0.04,0.00190698
47.0531,8,0.04,0.00190698
47.0531,0,0.045,0.308998
47.0531,1,0.045,2.08347
47.0531,2,0.045,1.10459
47.0531,3,0.045,-0.499164
47.0531,4,0.045,0.603981
47.0531,5,0.045,-0.43225
47.0531,6,0.045,0.5863
47.0531,7,0.045,0.00241118
47.0532,8,0.045,0.00241118
47.0532,0,0.05,0.308998
47.0532,1,0.05,2.08347
47.0532,2,0.05,1.10459
47.0532,3,0.05,-0.499164
47.0532,4,0.05,0.604262
47.0532,5,0.05,-0.43225
47.0532,6,0.05,0.586581
47.0533,7,0.05,0.00297353
47.0533,8,0.05,0.00297353
47.0533,0,0.055,0.308998
47.0533,1,0.055,2.08347
47.0533,2,0.055,1.10459
47.0533,3,0.055,-0.499164
47.0533,4,0.055,0.604572
47.0533,5,0.055,-0.43225
47.0533,6,0.055,0.586891
47.0533,7,0.055,0.00359366
47.0533,8,0.055,0.00359366
47.0534,0,0.06,0.308998
47.0534,1,0.06,2.08347
47.0534,2,0.06,1.10459
47.0534,3,0.06,-0.499164
47.0534,4,0.06,0.604911
47.0534,5,0.06,-0.43225
47.0534,6,0.06,0.58723
47.0534,7,0.06,0.00427112
47.0534,8,0.06,0.00427112
47.0534,0,0.065,0.308998
47.0534,1,0.065,2.08347
47.0535,2,0.065,1.10459
47.0535,3,0.065,-0.499164
47.0535,4,0.065,0.605278
47.0535,5,0.065,-0.43225
47.0535,6,0.065,0.587597
47.0535,7,0.065,0.00500547
47.0535,8,0.065,0.00500547
47.0535,0,0.07,0.308998
47.0536,1,0.07,2.08347
47.0536,2,0.07,1.10459
47.0536,3,0.07,-0.499164
47.0536,4,0.07,0.605673
47.0536,5,0.07,-0.43225
47.0536,6,0.07,0.587992
47.0536,7,0.07,0.0057962
47.0536,8,0.07,0.0057962
47.0536,0,0.075,0.308998
47.0537,1,0.075,2.08347
47.0537,2,0.075,1.10459
47.0537,3,0.075,-0.499164
47.0537,4,0.075,0.606097
47.0537,5,0.075,-0.43225
47.0537,6,0.075,0.588416
47.0537,7,0.075,0.00664276
47.0537,8,0.075,0.00664276
47.0537,0,0.08,0.308998
47.0537,1,0.08,2.08347
47.0537,2,0.08,1.10459
47.0537,3,0.08,-0.499164
47.0538,4,0.08,0.606548
47.0538,5,0.08,-0.43225
47.0538,6,0.08,0.588867
47.0538,7,0.08,0.00754458
47.0538,8,0.08,0.00754458
47.0538,0,0.085,0.308998
47.0538,1,0.085,2.08347
47.0538,2,0.085,1.10459
47.0538,3,0.085,-0.499164
47.0538,4,0.085,0.607026
47.0538,5,0.085,-0.43225
47.0538,6,0.085,0.589345
47.0539,7,0.085,0.00850104
47.0539,8,0.085,0.00850104
47.0539,0,0.09,0.308998
47.0539,1,0.09,2.08347
47.0539,2,0.09,1.10459
47.0539,3,0.09,-0.499164
47.0539,4,0.09,0.607531
47.0539,5,0.09,-0.43225
47.0539,6,0.09,0.58985
47.0539,7,0.09,0.00951147
47.0539,8,0.09,0.00951147
47.054,0,0.095,0.308998
47.054,1,0.095,2.08347
47.054,2,0.095,1.10459
47.054,3,0.095,-0.499164
47.054,4,0.095,0.608063
47.054,5,0.095,-0.43225
47.054,6,0.095,0.590382
47.054,7,0.095,0.0105752
47.054,8,0.095,0.0105752
47.0541,0,0.1,0.308998
47.0541,1,0.1,2.08347
47.0541,2,0.1,1.10459
47.0541,3,0.1,-0.499164
47.0541,4,0.1,0.608621
47.0541,5,0.1,-0.43225
47.0541,6,0.1,0.59094
47.0541,7,0.1,0.0116915
47.0541,8,0.1,0.0116915
47.0542,0,0.105,0.308998
47.0542,1,0.105,2.08347
47.0542,2,0.105,1.10459
47.0542,3,0.105,-0.499164
47.0542,4,0.105,0.609205
47.0542,5,0.105,-0.43225
47.0542,6,0.105,0.591524
47.0542,7,0.105,0.0128596
47.0542,8,0.105,0.0128596
47.0543,0,0.11,0.308998
47.0543,1,0.11,2.08347
47.0543,2,0.11,1.10459
47.0543,3,0.11,-0.499164
47.0543,4,0.11,0.609815
47.0543,5,0.11,-0.43225
47.0543,6,0.11,0.592134
47.0543,7,0.11,0.0140786
47.0544,8,0.11,0.0140786
47.0544,0,0.115,0.308998
47.0544,1,0.115,2.08347
47.0544,2,0.115,1.10459
47.0544,3,0.115,-0.499164
47.0544,4,0.115,0.610449
47.0544,5,0.115,-0.43225
47.0544,6,0.115,0.592768
47.0544,7,0.115,0.0153479
47.0544,8,0.115,0.0153479
47.0544,0,0.12,0.308998
47.0545,1,0.12,2.08347
47.0545,2,0.12,1.10459
47.0545,3,0.12,-0.499164
47.0545,4,0.12,0.611108
47.0545,5,0.12,-0.43225
47.0545,6,0.12,0.593428
47.0545,7,0.12,0.0166664
47.0545,8,0.12,0.0166664
47.0545,0,0.125,0.308998
47.0545,1,0.125,2.08347
47.0545,2,0.125,1.10459
47.0546,3,0.125,-0.499164
47.0546,4,0.125,0.611792
47.0546,5,0.125,-0.43225
47.0546,6,0.125,0.594111
47.0546,7,0.125,0.0180333
47.0546,8,0.125,0.0180333
47.0546,0,0.13,0.308998
47.0546,1,0.13,2.08347
47.0546,2,0.13,1.10459
47.0546,3,0.13,-0.499164
47.0546,4,0.13,0.612499
47.0546,5,0.13,-0.43225
47.0547,6,0.13,0.594818
47.0547,7,0.13,0.0194477
47.0547,8,0.13,0.0194477
47.0547,0,0.135,0.308998
47.0547,1,0.135,2.08347
47.0547,2,0.135,1.10459
47.0547,3,0.135,-0.499164
47.0547,4,0.135,0.61323
47.0547,5,0.135,-0.43225
47.0547,6,0.135,0.595549
47.0547,7,0.135,0.0209085
47.0547,8,0.135,0.0209085
47.0548,0,0.14,0.308998
47.0548,1,0.14,2.08347
47.0548,2,0.14,1.10459
47.0548,3,0.14,-0.499164
47.0548,4,0.14,0.613983
47.0548,5,0.14,-0.43225
47.0548,6,0.14,0.596302
47.0548,7,0.14,0.0224148
47.0548,8,0.14,0.0224148
47.0548,0,0.145,0.308998
47.0548,1,0.145,2.08347
47.0548,2,0.145,1.10459
47.0549,3,0.145,-0.499164
47.0549,4,0.145,0.614758
47.0549,5,0.145,-0.43225
47.0549,6,0.145,0.597077
47.0549,7,0.145,0.0239656
47.0549,8,0.145,0.0239656
47.0549,0,0.15,0.308998
47.0549,1,0.15,2.08347
47.0549,2,0.15,1.10459
47.0549,3,0.15,-0.499164
47.0549,4,0.15,0.615555
47.055,5,0.15,-0.43225
47.055,6,0.15,0.597874
47.055,7,0.15,0.0255597
47.055,8,0.15,0.0255597
47.055,0,0.155,0.308998
47.055,1,0.155,2.08347
47.055,2,0.155,1.10459
47.055,3,0.155,-0.499164
47.055,4,0.155,0.616373
47.055,5,0.155,-0.43225
47.055,6,0.155,0.598692
47.055,7,0.155,0.0271962
47.0551,8,0.155,0.0271962
47.0551,0,0.16,0.308998
47.0551,1,0.16,2.08347
47.0551,2,0.16,1.10459
47.0551,3,0.16,-0.499164
47.0551,4,0.16,0.617212
47.0551,5,0.16,-0.43225
