20.829,4,0.698132,99.9
23.9271,4,6.28144,0
23.9272,4,6.28144,0
23.9273,4,6.28144,0
23.9273,4,6.28144,0
23.9273,4,6.28144,0
23.9274,4,6.28144,0
23.9274,4,6.28144,0
23.9274,4,6.28144,0
23.9275,4,0,0
23.9275,4,0,0
23.9275,4,6.28144,0
23.9276,4,0,0
23.9276,4,0,0
23.9276,4,6.28144,0
23.9277,4,0,0
23.9277,4,6.28144,0
23.9277,4,6.28144,0
23.9277,4,6.28144,0
23.9277,4,6.28144,0
23.9278,4,6.28144,0
23.9278,4,0,0
23.9278,4,6.28144,0
23.9278,4,0,0
23.9278,4,6.28144,0
23.9278,4,6.28144,0
23.9279,4,0,0
23.9279,4,6.28144,0
23.9279,4,0,0
23.9279,4,6.28144,0
23.9279,4,0,0
23.9279,4,6.28144,0
23.928,4,6.28144,0
23.928,4,0,0
23.928,4,6.28144,0
23.928,4,0,0
23.928,4,6.28144,0
23.928,4,0,0
23.9281,4,6.28144,0
23.9281,4,0,0
23.9281,4,0,0
23.9281,4,0,0
23.9282,4,0,0
23.9282,4,6.28144,0
23.9282,4,6.28144,0
23.9282,4,0,0
23.9282,4,6.28144,0
23.9282,4,0,0
23.9283,4,6.28144,0
23.9283,4,6.28144,0
23.9283,4,6.28144,0
23.9283,4,0,0
23.9283,4,6.28144,0
23.9283,4,6.28144,0
23.9284,4,6.28144,0
23.9284,4,6.28144,0
23.9284,4,6.28144,0
23.9284,4,6.28144,0
23.9284,4,6.28144,0
23.9284,4,6.28144,0
23.9285,4,6.28144,0
23.9285,4,6.28144,0
23.9285,4,6.28144,0
23.9285,4,6.28144,0
23.9285,4,0,0
23.9285,4,0,0
23.9286,4,6.28144,0
23.9286,4,0,0
23.9286,4,6.28144,0
23.9286,4,0,0
23.9286,4,6.28144,0
23.9286,4,6.28144,0
23.9287,4,6.28144,0
23.9287,4,6.28144,0
23.9287,4,0,0
23.9287,4,0,0
23.9287,4,0,0
23.9287,4,6.28144,0
23.9288,4,6.28144,0
23.9288,4,0,0
23.9288,4,6.28144,0
23.9288,4,0,0
23.9288,4,6.28144,0
23.9288,4,6.28144,0
23.9289,4,6.28144,0
23.9289,4,0,0
23.9289,4,6.28144,0
23.9289,4,6.28144,0
23.9289,4,6.28144,0
23.9289,4,6.28144,0
23.929,4,6.28144,0
23.929,4,6.28144,0
23.929,4,0,0
23.929,4,6.28144,0
23.9291,4,6.28144,0
23.9291,4,6.28144,0
23.9291,4,0,0
23.9291,4,6.28144,0
23.9291,4,6.28144,0
23.9291,4,6.28144,0
23.9292,4,6.28144,0
23.9292,4,6.28144,0
23.9292,4,6.28144,0
23.9292,4,6.28144,0
23.9292,4,6.28144,0
23.9292,4,6.28144,0
23.9293,4,6.28144,0
23.9293,4,6.28144,0
23.9293,4,6.28144,0
